0.318367346	219.261	0.302040816	0.8	New Point
0.670476190	265.224	0.297959183	0.8	New Point
1.187755102	280.545	0.816326530	0.8	New Point
2.244897959	265.224	0.185759637	0	2.0
4.202811791	272.885	0.139319727	0	11.0
4.495963718	276.715	0.185759637	0	12.0
4.922630385	296.135	0.278639455	0	15.0
5.294149659	248.803	0.464399092	0	16.0
5.804988662	217.348	0.232199546	0	17.0
6.130068027	236.199	0.371519274	0	18.0
6.594467120	256.686	0.185759637	0	19.0
6.873106575	223.652	0.092879818	0	20.0
7.058866213	199.654	0.092879818	0	21.0
7.987664399	293.156	0.185759637	0	23.0
8.266303854	303.319	0.185759637	0	24.0
8.498503401	330.295	0.278639455	0	25.0
8.836734693	315.018	0.743038548	0	26.0
9.705941043	267.586	0.325079365	0	27.0
10.077460317	265.278	0.464399092	0	28.0
10.434467120	246.073	0.232199546	0	29.0
10.913378684	265.891	0.417959183	0	30.0
11.377777777	306.312	0.278639455	0	31.0
11.702857142	266.969	0.278639455	0	32.0
12.027936507	267.277	0.371519274	0	33.0
12.492335600	320.984	0.464399092	0	34.0
13.049614512	300.529	0.278639455	0	35.0
13.421133786	264.818	0.417959183	0	36.0
13.885532879	237.43	0.371519274	0	37.0
14.303492063	217.034	0.139319727	0	38.0
14.860770975	205.149	0.185759637	0	40.0
15.789569160	296.391	0.278639455	0	42.0
16.114648526	299.143	0.092879818	0	43.0
16.300408163	353.899	0.232199546	0	44.0
16.625487528	305.164	0.743038548	0	45.0
17.461405895	270.461	0.557278911	0	46.0
17.726530612	276.715	0.273469387	0.8	New Point
18.183673469	265.224	0.325079365	0	47.0
18.483083900	234.703	0.139319727	0	48.0
18.668843537	265.738	0.371519274	0	49.0
19.106122448	307.358	0.185759637	0	51.0
19.411882086	271.949	0.232199546	0	52.0
19.736961451	265.278	2.321995464	0	53.0
38.591564625	284.975	0.232199546	0	95.0
38.870204081	319.874	0.650158730	0	96.0
39.613242630	397.582	0.510839002	0	97.0
40.216961451	348.624	0.278639455	0	98.0
40.588480725	316.017	0.464399092	0	99.0
41.099319727	301.398	0.371519274	0	100.0
41.563718820	266.969	0.417959183	0	101.0
42.074557823	299.749	0.139319727	0	102.0
42.260317460	311.307	0.371519274	0	103.0
42.724716553	357.391	0.743038548	0	104.0
43.514195011	321.913	0.139319727	0	105.0
43.746394557	304.988	0.185759637	0	106.0
44.025034013	266.199	1.068117913	0	107.0
45.882630385	225.598	0.371519274	0	109.0
46.347029478	300.529	0.928798185	0	110.0
47.368707482	272.657	0.185759637	0	111.0
47.600907029	242.069	0.185759637	0	112.0
47.833106575	223.975	0.185759637	0	113.0
48.111746031	218.228	0.185759637	0	115.0
48.343945578	217.348	0.650158730	0	116.0
49.830022675	264.818	1.207437641	0	118.0
51.211609977	242.242	0.185759637	0	119.0
51.687619047	197.589	1.160997732	0	121.0
53.519092970	215.43	0.835918367	0	123.0
54.009614512	316.2	0.510839002	0	124.0
54.552380952	311.188	0.278639455	0	125.0
54.995918367	269.055	0.417959183	0	127.0
55.585668934	272.885	0.650158730	0	128.0
56.424489795	232.007	0.139319727	0	129.0
57.393922902	219.261	0.650158730	0	132.0
57.957006802	203.939	0.371519274	0	133.0
58.514285714	252.422	0.371519274	0	134.0
58.978684807	215.099	0.185759637	0	135.0
59.414058956	207.77	1.253877551	0	137.0
