1.273469387	348.446	0.375510204	0.8	New Point
1.795918367	407.173	0.391836734	0.8	New Point
2.285714285	446.325	0.650158730	0	100.0
3.330612244	442.409	0.232199546	0	101.0
4.032653061	446.271	0.603718820	0	103.0
5.363265306	450.24	0.185759637	0	108.0
6.037188208	476.509	0.232199546	0	109.0
6.362267573	394.494	0.278639455	0	110.0
6.832653061	364.107	0.278639455	0	111.0
7.208163265	340.616	1.114557823	0	112.0
8.266303854	357.804	0.232199546	0	113.0
8.544943310	0	0.092879818	0	114.0
8.684263038	265.278	0.975238095	0	115.0
9.752380952	364.269	0.278639455	0	116.0
10.077460317	394.95	0.325079365	0	117.0
10.448979591	439.238	0.835918367	0	118.0
11.377777777	438.985	0.464399092	0	119.0
12.310204081	360.192	0.325079365	0	121.0
12.726530612	332.786	0.417959183	0	122.0
13.232653061	293.635	0.417959183	0	123.0
13.653333333	473.765	0.278639455	0	124.0
13.978412698	520.243	0.046439909	0	125.0
14.117732426	487.647	0.185759637	0	126.0
14.349931972	440.254	0.046439909	0	127.0
14.620408163	446.325	0.882358276	0	128.0
17.925804988	357.598	0.325079365	0	136.0
18.297324263	390.865	0.325079365	0	137.0
18.715283446	437.719	0.650158730	0	138.0
19.763265306	438.985	1.160997732	0	139.0
20.665759637	472.125	0.371519274	0	140.0
21.130158730	440.254	0.139319727	0	141.0
21.836734693	411.088	0.146938775	0.8	New Point
22.061224489	442.409	0.278639455	0	143.0
22.523356009	478.716	0.278639455	0	144.0
22.914285714	383.683	0.359183673	0.8	New Point
23.266394557	354.922	0.510839002	0	146.0
23.916553287	327.918	0.835918367	0	147.0
24.798911564	355.641	0.139319727	0	148.0
25.031111111	363.848	0.139319727	0	149.0
25.216870748	288.953	0.882358276	0	150.0
26.192108843	360.085	0.278639455	0	151.0
26.517188208	395.635	0.371519274	0	152.0
26.981587301	438.731	0.696598639	0	153.0
27.897959183	434.579	0.603718820	0	154.0
28.421224489	196.451	0.278639455	0	155.0
28.792743764	177.666	0.417959183	0	156.0
29.303582766	168.277	0.278639455	0	157.0
29.628662131	287.289	0.325079365	0	158.0
30.139501133	311.937	0.185759637	0	160.0
30.293877551	481.561	0.371519274	0	161.0
30.755102040	446.325	0.139319727	0	162.0
31.068299319	439.746	1.114557823	0	163.0
34.597732426	398.617	0.185759637	0	171.0
34.829931972	435.952	0.325079365	0	172.0
35.201451247	442.038	0.603718820	0	173.0
35.898049886	389.738	0.371519274	0	174.0
36.362448979	460.943	0.139319727	0	175.0
36.548208616	480.101	0.139319727	0	176.0
36.733968253	539.518	0.325079365	0	177.0
37.105487528	468.323	0.185759637	0	178.0
37.337687074	471.581	0.139319727	0	179.0
37.523446712	386.152	0.139319727	0	180.0
37.813696145	415.004	0.278639455	0	181.0
38.080725623	384.484	0.139319727	0	182.0
38.266485260	333.265	0.232199546	0	183.0
38.734693877	332.786	0.325079365	0	185.0
39.241723356	326.407	0.139319727	0	187.0
39.595827664	297.55	0.510839002	0	188.0
40.031201814	260.419	0.417959183	0	189.0
40.495600907	349.228	0.557278911	0	191.0
41.145759637	331.154	0.278639455	0	192.0
41.517278911	294.599	0.464399092	0	193.0
42.028117913	356.776	0.139319727	0	194.0
42.260317460	264.131	0.371519274	0	195.0
42.724716553	237.705	0.232199546	0	196.0
43.328435374	231.874	0.046439909	0	199.0
43.467755102	233.486	0.185759637	0	200.0
43.839274376	219.112	0.928798185	0	202.0
47.415147392	194.251	0.139319727	0	210.0
47.647346938	438.985	0.417959183	0	211.0
48.111746031	444.984	0.696598639	0	212.0
48.854784580	387.941	0.232199546	0	213.0
49.226303854	428.463	0.046439909	0	214.0
49.319183673	473.765	0.139319727	0	215.0
49.783582766	236.609	0.046439909	0	216.0
49.876462585	232.678	0.139319727	0	217.0
50.062222222	464.417	0.092879818	0	218.0
50.294421768	389.4	0.046439909	0	219.0
50.387301587	391.995	0.278639455	0	220.0
50.758820861	173.608	0.046439909	0	221.0
50.851700680	170.527	0.278639455	0	222.0
51.223219954	164.957	0.046439909	0	223.0
51.316099773	167.308	0.417959183	0	224.0
51.780498866	169.643	0.232199546	0	225.0
52.105578231	291.805	0.139319727	0	226.0
52.291337868	293.326	0.557278911	0	227.0
52.941496598	261.474	0.325079365	0	228.0
53.545215419	173.608	0.417959183	0	230.0
54.009614512	330.772	0.232199546	0	231.0
54.288253968	293.665	0.325079365	0	232.0
54.706213151	294.004	0.232199546	0	233.0
55.077732426	259.969	0.325079365	0	234.0
55.542131519	237.98	0.185759637	0	235.0
55.820770975	148.281	0.046439909	0	236.0
55.960090702	252.495	0.046439909	0	237.0
56.052970521	234.229	0.092879818	0	238.0
56.192290249	233.959	0.232199546	0	239.0
56.517369614	217.348	0.139319727	0	240.0
56.703129251	220.382	0.928798185	0	241.0
