1.062312925	R2	0.092879818
1.529614512	R2	0.130612244
3.448163265	R2	0.098684807
4.640816326	R2	0.224489795
6.257777777	R2	0.168344671
6.832471655	R2	0.249614512
9.004081632	R2	0.048979591
12.138231292	R2	0.081269841
12.701315192	R2	0.145124716
14.547301587	R2	0.133514739
15.127800453	R2	0.226394557
17.513650793	R2	0.179954648
17.734240362	R2	0.185759637
20.212970521	R2	0.121904761
23.902040816	R2	0.000022675
24.151020408	R2	0.000022675
24.861224489	R2	0.048979591
26.012244897	R2	0.089795918
27.138775510	R2	0.138775510
29.053968253	R2	0.000022675
29.396462585	R2	0.116099773
31.579138321	R2	0.162539682
35.323356009	R2	0.000022675
35.665850340	R2	0.000022675
36.310204081	R2	0.000022675
37.291247165	R2	0.000022675
38.638004535	R2	0.000022675
40.170521541	R2	0.000022675
40.780045351	R2	0.000022675
43.067210884	R2	0.000022675
46.445714285	R2	0.000022675
48.988299319	R2	0.000022675
49.621043083	R2	0.000022675
50.160907029	R2	0.000022675
52.128798185	R2	0.005804988
53.939954648	R2	0.000022675
54.741043083	R2	0.000022675
181.632290249	R2	0.000022675
181.939954648	R2	0.000022675
182.595918367	R2	0.000022675
183.623401360	R2	0.000022675
184.824489795	R2	0.000022675
186.465306122	R2	0.000022675
187.085714285	R2	0.000022675
189.322448979	R2	0.000022675
193.012244897	R2	0.000022675
193.338775510	R2	0.000022675
193.991836734	R2	0.000022675
194.938775510	R2	0.000022675
196.146938775	R2	0.000022675
197.763265306	R2	0.000022675
198.481632653	R2	0.000022675
201.159183673	R2	0.000022675
