51.495918367	R2	0.027210884
52.465306122	R2	0.000022675
57.318367346	R2	0.000022675
58.506122448	R2	0.000022675
59.020408163	R2	0.000022675
63.310204081	R2	0.000022675
64.938775510	R2	0.000022675
65.375510204	R2	0.000022675
66.312244897	R2	0.000022675
72.301133786	R2	0.000022675
73.228571428	R2	0.000022675
78.469387755	R2	0.000022675
79.183673469	R2	0.004081632
79.787755102	R2	0.000022675
85.768707482	R2	0.000022675
86.169251700	R2	0.000022675
87.044897959	R2	0.000022675
92.983673469	R2	0.000022675
93.902040816	R2	0.000022675
94.522630385	R2	0.000022675
99.004081632	R2	0.000022675
99.869024943	R2	0.000022675
100.465306122	R2	0.000022675
101.918367346	R2	0.000022675
104.884535147	R2	0.000022675
105.812244897	R2	0.000022675
106.955102040	R2	0.000022675
107.791836734	R2	0.000022675
113.876462585	R2	0.000022675
114.573061224	R2	0.000022675
115.148979591	R2	0.000022675
119.528571428	R2	0.000022675
120.453061224	R2	0.000022675
121.016326530	R2	0.000022675
122.422448979	R2	0.000022675
125.329705215	R2	0.000022675
126.318367346	R2	0.000022675
127.426530612	R2	0.000022675
128.314285714	R2	0.000022675
134.285714285	R2	0.000022675
135.028571428	R2	0.000022675
137.128344671	R2	0.000022675
141.006077097	R2	0.000022675
141.518367346	R2	0.000022675
145.986757369	R2	0.000022675
146.914285714	R2	0.000022675
147.530612244	R2	0.000022675
148.910204081	R2	0.000022675
154.999002267	R2	0.000022675
155.702040816	R2	0.000022675
157.692517006	R2	0.000022675
161.547029478	R2	0.000022675
162.126530612	R2	0.000022675
166.510294784	R2	0.000022675
167.485532879	R2	0.000022675
168.057324263	R2	0.000022675
169.523083900	R2	0.000022675
175.432562358	R2	0.000022675
176.222040816	R2	0.000022675
176.853061224	R2	0.000022675
181.151020408	R2	0.000022675
182.140226757	R2	0.000022675
182.706213151	R2	0.000022675
184.119727891	R2	0.000022675
187.013514739	R2	0.000022675
187.881360544	R2	0.000022675
189.022040816	R2	0.000022675
189.884081632	R2	0.002902494
195.706485260	R2	0.000022675
196.411791383	R2	0.000022675
196.995192743	R2	0.000022675
201.380861678	R2	0.000022675
202.332879818	R2	0.000022675
202.884353741	R2	0.000022675
204.281632653	R2	0.000022675
207.184399092	R2	0.000022675
208.169795918	R2	0.000022675
208.729977324	R2	0.000022675
209.298866213	R2	0.000022675
210.187029478	R2	0.000022675
