Time_(sec)	Note	Note_idx
0.392	Re5	1
1.418	Do5	2
2.239	Re5	3
2.665	Mi5	4
3.111	Fa5	5
3.335	Sol5	6
3.559	Mi5	7
3.783	Re5	8
4.007	Re5	9
4.344	Mi5	10
4.455	Re5	11
5.425	Mi5	12
5.873	Re5	13
6.299	Mi5	14
6.746	Re5	15
7.194	Do5	16
8.111	Re5	17
8.559	Do5	18
8.91	Si4b2	19
9.358	Do5	20
10.022	Si4b2	21
10.254	Do5	22
10.701	Re5	23
11.597	Re5	24
11.814	Fa5	25
12.037	Mi5	26
12.493	Re5	27
12.941	Re5	28
13.389	Do5	29
13.604	Si4b2	30
13.828	La4	31
14.731	La4	32
15.396	La5	33
15.62	Sol5	34
16.075	Fa5	35
16.522	Mi5	36
17.194	Sol5	37
17.41	Fa5	38
17.866	Mi5	39
18.314	Re5	40
18.985	Fa5	41
19.201	Mi5	42
19.656	Re5	43
19.91	Mi5	44
20.022	Re5	45
20.552	Do5	46
21.418	Si4b2	47
22.239	Do5	48
23.134	Re5	49
23.582	Re5	50
24.552	Mi5b4	51
25.022	Re5	52
25.477	Sol5	53
26.045	Fa5#3	54
26.373	Mi5b2	55
27.037	Re5	56
27.269	Re5	57
29.425	Re5	58
30.448	La5	59
30.948	Sol5	60
31.396	Fa5	61
31.844	Mi5	62
32.238	Sol5	63
32.717	Fa5	64
33.388	Mi5	65
33.582	Re5	66
34.03	Fa5	67
34.477	Mi5	68
34.923	Re5	69
35.355	Do5	70
35.812	Si4b2	71
36.717	Re5	72
37.567	Mi5	73
38.007	Re5	74
38.462	Mi5	75
38.91	Re5	76
39.358	Do5	77
39.88	Do5	78
40.328	Re5	79
40.724	Do5	80
41.149	Si4b2	81
41.373	La4	82
41.597	La4	83
42.269	Si4b2	84
42.493	Do5	85
43.932	Do5	86
44.828	Si4b2	87
45.254	Do5	88
45.701	Si4b2	89
46.097	Do5	90
46.545	Re5	91
46.821	Fa5	92
47.045	Mi5	93
47.441	Re5	94
47.866	Do5	95
48.313	Si4b2	96
48.761	La4	97
49.656	Sol4	98
51.097	Mi5	99
51.522	Re5	100
51.951	Do5	101
52.417	Do5	102
52.857	Si4b2	103
53.298	Si4b2	104
53.91	La4	105
54.134	La4	106
54.799	Si4b2	107
55.022	Do5	108
55.477	Re5	109
55.896	Mi5	110
56.269	Sol5	111
56.717	Fa5	112
58.059	Fa5	113
58.977	Mi5	114
59.425	Fa5	115
59.903	Sol5	116
60.321	Fa5	117
60.769	Mi5	118
61.194	Fa5	119
61.642	La5	120
62.089	Sol5	121
62.537	Fa5	122
62.985	Mi5	123
63.656	Re5	124
63.88	Do5	125
65.328	Mi5	126
66.142	Re5	127
66.567	Mi5	128
67.014	Fa5	129
67.462	Mi5	130
67.91	Re5	131
68.358	Mi5	132
68.41	Re5	133
68.806	Do5	134
69.679	Si4b2	135
70.127	Re5	136
70.948	Do5	137
72.388	Sol5	138
73.283	Fa5#3	139
73.731	Sol5	140
74.179	La5	141
74.627	Sol5	142
75.075	Fa5	143
75.522	Fa5	144
75.968	Mi5	145
76.418	Mi5	146
76.866	Re5	147
77.313	Re5	148
77.761	Do5	149
78.147	Si4b2	150
78.559	La4	151
78.896	Si4b2	152
79.007	La4	153
