0.885714285	R2	0.000022675
1.300317460	R2	0.000022675
1.921451247	R2	0.000022675
4.643990929	R2	0.000022675
5.532154195	R2	0.000022675
6.164897959	R2	0.000022675
6.689795918	R2	0.000022675
10.097959183	R2	0.000022675
10.567346938	R2	0.000022675
11.130612244	R2	0.000022675
13.795918367	R2	0.000022675
14.648979591	R2	0.000022675
15.448979591	R2	0.000022675
15.731519274	R2	0.000022675
19.092607709	R2	0.000022675
19.574421768	R2	0.000022675
20.140408163	R2	0.000022675
22.772970521	R2	0.000022675
23.690158730	R2	0.000022675
24.351927437	R2	0.000022675
28.151292517	R2	0.000022675
28.656326530	R2	0.000022675
29.187482993	R2	0.000022675
30.226575963	R2	0.000022675
31.759092970	R2	0.000022675
32.687891156	R2	0.000022675
33.285804988	R2	0.000022675
33.726984126	R2	0.000022675
37.151927437	R2	0.000022675
37.744036281	R2	0.000022675
38.214240362	R2	0.000022675
39.282358276	R2	0.000022675
42.019410430	R2	0.000022675
42.492517006	R2	0.000022675
45.665306122	R2	0.000022675
46.783673469	R2	0.000022675
48.024489795	R2	0.000022675
49.024489795	R2	0.000022675
51.481632653	R2	0.000022675
52.122448979	R2	0.000022675
56.012244897	R2	0.000022675
56.591836734	R2	0.000022675
57.069387755	R2	0.000022675
58.187755102	R2	0.000022675
60.873469387	R2	0.000022675
61.404081632	R2	0.000022675
64.616326530	R2	0.000022675
65.775510204	R2	0.000022675
66.779591836	R2	0.000022675
67.755102040	R2	0.000022675
70.338775510	R2	0.000022675
71.000000000	R2	0.000022675
74.865306122	R2	0.000022675
75.751020408	R2	0.000022675
78.106122448	R2	0.000022675
79.367346938	R2	0.000022675
81.714285714	R2	0.000022675
84.057142857	R2	0.000022675
84.628571428	R2	0.000022675
86.183673469	R2	0.000022675
88.677551020	R2	0.000022675
89.093877551	R2	0.000022675
93.469387755	R2	0.000022675
94.408163265	R2	0.000022675
96.542857142	R2	0.000022675
98.022448979	R2	0.000022675
100.324489795	R2	0.000022675
102.820408163	R2	0.000022675
103.261224489	R2	0.000022675
104.877551020	R2	0.000022675
108.077551020	R2	0.000022675
108.269387755	R2	0.000022675
112.542857142	R2	0.000022675
117.187755102	R2	0.000022675
118.538775510	R2	0.000022675
121.146938775	R2	0.000022675
122.073469387	R2	0.000022675
123.404081632	R2	0.000022675
124.526530612	R2	0.000022675
127.118367346	R2	0.000022675
127.775510204	R2	0.000022675
131.714285714	R2	0.000022675
136.440816326	R2	0.000022675
137.653061224	R2	0.000022675
140.289795918	R2	0.000022675
141.424489795	R2	0.000022675
142.812244897	R2	0.000022675
143.869387755	R2	0.000022675
146.914285714	R2	0.000022675
147.702040816	R2	0.000022675
