47.368707482	195.718	0.928798185	G4-ZEMIN-n1
48.357006802	293.566	0.544217687	D5-ZEMIN-n2
48.994104308	274.983	0.323628117	C5#4-ZEMIN-n3
49.365623582	293.566	0.290249433	D5-ZEMIN-n4
49.677641723	309.332	0.541746031	E5b5-ZEMIN-n5
50.274489795	293.566	0.253061224	D5-ZEMIN-n6
50.540816326	293.566	3.004399092	D5-ZEMIN-n7
53.591655328	260.968	0.967981859	C5-ZEMIN-n8
54.571247165	309.332	0.552925170	E5b5-ZEMIN-n10
55.164807256	293.566	0.313469387	D5-ZEMIN-n11
55.482630385	261.789	0.150929705	C5-ZEMIN-n12
55.674489795	231.99	0.185759637	B4b5-ZEMIN-n13
56.006530612	220.166	0.325079365	A4-ZEMIN-n14
56.347959183	195.718	0.185759637	G4-ZEMIN-n15
56.616326530	220.166	1.583673469	A4-ZEMIN-n16
59.706122448	309.332	1.037278911	E5b5-ZEMIN-n17
60.983673469	309.332	0.317006802	E5b5-ZEMIN-n18
61.282653061	309.332	0.203786848	E5b5-ZEMIN-n19
61.579319727	293.566	0.325079365	D5-ZEMIN-n20
62.116326530	293.566	0.577551020	D5-ZEMIN-n21
62.740317460	260.968	0.092879818	C5-ZEMIN-n22
63.183673469	260.968	0.485442176	C5-ZEMIN-n23
63.658163265	260.968	0.181836734	C5-ZEMIN-n25
63.941836734	293.566	0.743151927	D5-ZEMIN-n26
64.586303854	293.566	1.021678004	D5-ZEMIN-n27
66.409070294	309.332	0.139319727	E5b5-ZEMIN-n28
66.594829931	293.566	0.325079365	D5-ZEMIN-n29
67.012789115	260.968	0.232199546	C5-ZEMIN-n30
67.337868480	231.99	0.139319727	B4b5-ZEMIN-n31
67.523628117	220.166	0.278639455	A4-ZEMIN-n32
67.895147392	195.718	0.789478458	G4-ZEMIN-n33
68.777505668	195.718	0.000000000	G4-ZEMIN-n34
68.784761904	195.718	0.921541950	G4-ZEMIN*-n1
69.729523809	293.566	0.534058956	D5-ZEMIN*-n2
70.279546485	274.983	0.316371882	C5#4-ZEMIN*-n3
70.623492063	293.566	0.342494331	D5-ZEMIN*-n4
70.963083900	293.878	0.185759637	D5-ZEMIN*-n6
71.642857142	309.332	0.340136054	E5b5-ZEMIN*-n5
72.028299319	293.566	2.832834467	D5-ZEMIN*-n7
74.954013605	260.968	0.882358276	C5-ZEMIN*-n8
75.852040816	309.332	0.530634920	E5b5-ZEMIN*-n10
76.447346938	293.566	0.301632653	D5-ZEMIN*-n11
76.768367346	261.789	0.226757369	C5-ZEMIN*-n12
77.030612244	231.99	0.293877551	B4b5-ZEMIN*-n13
77.355102040	220.166	0.279591836	A4-ZEMIN*-n14
77.657142857	195.718	0.285782312	G4-ZEMIN*-n15
77.969387755	220.166	2.371655328	A4-ZEMIN*-n16
80.865306122	309.332	1.175510204	E5b5-ZEMIN*-n17
82.136235827	309.332	0.438367346	E5b5-ZEMIN*-n18
82.561451247	311.381	0.226757369	E5b5-ZEMIN*-n19
82.819773242	295.888	0.185759637	D5-ZEMIN*-n20
83.430612244	293.566	0.486303854	D5-ZEMIN*-n21
83.963356009	260.968	0.092879818	C5-ZEMIN*-n22
84.102675736	260.968	0.464399092	C5-ZEMIN*-n23
84.659954648	231.99	0.417959183	B4b5-ZEMIN*-n24
85.026530612	260.968	0.417959183	C5-ZEMIN*-n25
85.600000000	293.878	0.328344671	D5-ZEMIN*-n26
85.998004535	293.566	0.696598639	D5-ZEMIN*-n27
88.003628117	309.332	0.139319727	E5b5-ZEMIN*-n28
88.189387755	293.566	0.139319727	D5-ZEMIN*-n29
88.375147392	260.968	0.510839002	C5-ZEMIN*-n30
88.932426303	231.99	0.000000000	B4b5-ZEMIN*-n31
89.025306122	260.968	0.278639455	C5-ZEMIN*-n32
89.396825396	293.566	0.696598639	D5-ZEMIN*-n33
90.139863945	293.566	0.000000000	D5-ZEMIN*-n34
90.168888888	293.566	0.557278911	D5-NAKARAT-n1
91.222494331	393.153	0.464399092	G5-NAKARAT-n2
91.820408163	368.837	0.139319727	F5#4-NAKARAT-n3
92.122267573	393.153	0.464399092	G5-NAKARAT-n4
92.694058956	440.331	0.278639455	A5-NAKARAT-n5
93.065578231	391.436	0.185759637	G5-NAKARAT-n6
93.341315192	391.436	1.486077097	G5-NAKARAT-n7
94.830294784	391.436	0.278639455	G5-NAKARAT-n8
95.233741496	349.384	0.325079365	F5-NAKARAT-n9
95.486258503	310.478	0.139319727	E5b5-NAKARAT-n10
95.776507936	295.888	0.417959183	D5-NAKARAT-n11
96.142222222	261.846	0.232199546	C5-NAKARAT-n12
96.409251700	261.846	0.789478458	C5-NAKARAT-n13
97.355464852	295.888	0.232199546	D5-NAKARAT-n14
97.692154195	310.478	0.185759637	E5b5-NAKARAT-n15
97.988208616	293.566	0.232199546	D5-NAKARAT-n16
98.284263038	261.846	0.278639455	C5-NAKARAT-n17
98.594829931	232.666	0.278639455	B4b5-NAKARAT-n18
98.902494331	220.508	0.092879818	A4-NAKARAT-n19
99.195646258	195.718	0.232199546	G4-NAKARAT-n20
99.520725623	220.166	1.300317460	A4-NAKARAT-n21
101.030022675	220.508	0.464399092	A4-NAKARAT-n22
101.363809523	232.666	0.139319727	B4b5-NAKARAT-n23
101.610521541	260.968	0.371519274	C5-NAKARAT-n24
101.935600907	295.888	0.464399092	D5-NAKARAT-n25
102.585759637	231.99	0.325079365	B4b5-NAKARAT-n26
102.890521541	220.508	0.325079365	A4-NAKARAT-n27
103.259138321	196.192	0.696598639	G4-NAKARAT-n28
104.118276643	309.332	0.232199546	E5b5-NAKARAT-n29
104.692970521	295.888	0.975238095	D5-NAKARAT-n30
105.418594104	260.968	0.139319727	C5-NAKARAT-n31
105.453424036	261.846	0.603718820	C5-NAKARAT-n32
106.231292517	232.666	0.185759637	B4b5-NAKARAT-n33
106.579591836	260.968	0.371519274	C5-NAKARAT-n34
107.093333333	295.888	0.296054421	D5-NAKARAT-n35
107.389387755	295.888	1.068117913	D5-NAKARAT-n36
110.474739229	310.478	0.092879818	E5b5-NAKARAT-n37
110.686621315	295.888	0.371519274	D5-NAKARAT-n38
111.011700680	261.846	0.000000000	C5-NAKARAT-n41
111.156825396	295.888	0.000000000	D5-NAKARAT-n43
111.177142857	261.846	0.000000000	C5-NAKARAT-n39
111.339682539	232.666	0.000000000	B4b5-NAKARAT-n40
111.389024943	295.888	0.000000000	D5-NAKARAT-n42
111.627029478	295.888	0.464399092	D5-NAKARAT*-n1
112.593560090	393.153	0.650158730	G5-NAKARAT*-n2
113.261133786	368.837	0.000000000	F5#4-NAKARAT*-n3
113.545578231	391.436	0.464399092	G5-NAKARAT*-n4
114.056417233	440.331	0.232199546	A5-NAKARAT*-n5
114.422131519	393.153	0.092879818	G5-NAKARAT*-n6
114.712380952	393.153	1.532517006	G5-NAKARAT*-n7
116.053333333	391.436	0.557278911	G5-NAKARAT*-n8
116.616417233	349.384	0.185759637	F5-NAKARAT*-n9
116.909569160	310.478	0.278639455	E5b5-NAKARAT*-n10
117.225941043	295.888	0.185759637	D5-NAKARAT*-n11
117.504580498	261.846	0.185759637	C5-NAKARAT*-n12
117.864489795	260.968	1.114557823	C5-NAKARAT*-n13
118.770068027	295.888	0.000000000	D5-NAKARAT*-n14
119.051609977	310.478	0.139319727	E5b5-NAKARAT*-n15
119.370884353	295.888	0.464399092	D5-NAKARAT*-n16
119.698866213	261.846	0.000000000	C5-NAKARAT*-n17
119.942675736	232.666	0.417959183	B4b5-NAKARAT*-n18
120.288072562	220.508	0.278639455	A4-NAKARAT*-n19
120.595736961	196.192	0.000000000	G4-NAKARAT*-n20
120.871473922	220.508	1.016598639	A4-NAKARAT*-n21
122.424308390	220.508	0.650158730	A4-NAKARAT*-n22
122.700045351	232.666	0.000000000	B4b5-NAKARAT*-n23
122.987392290	261.846	0.092879818	C5-NAKARAT*-n24
123.286349206	295.888	0.557278911	D5-NAKARAT*-n25
123.948117913	231.99	0.835918367	B4b5-NAKARAT*-n26
124.795646258	196.192	0.557278911	G4-NAKARAT*-n28
124.830476190	220.166	0.000000000	A4-NAKARAT*-n27
125.480634920	309.332	0.232199546	E5b5-NAKARAT*-n29
126.116281179	295.888	0.835918367	D5-NAKARAT*-n30
126.720000000	261.846	0.092879818	C5-NAKARAT*-n31
127.004444444	232.666	0.557278911	B4b5-NAKARAT*-n32
127.291791383	220.508	0.325079365	A4-NAKARAT*-n33
127.930340136	196.192	0.417959183	G4-NAKARAT*-n34
128.217687074	184.034	0.139319727	F4#4-NAKARAT*-n35
128.528253968	196.192	1.439637188	G4-NAKARAT*-n36
130.078185941	293.566	0.278639455	D5-NAKARAT*-n37
130.449705215	463.979	0.417959183	B5b5-NAKARAT*-n38
130.960544217	440.331	0.278639455	A5-NAKARAT*-n39
131.285623582	391.436	0.417959183	G5-NAKARAT*-n40
131.750022675	440.331	0.092879818	A5-NAKARAT*-n41
131.889342403	347.971	0.232199546	F5-NAKARAT*-n42
132.214421768	391.436	0.743038548	G5-NAKARAT*-n43
133.050340136	nan	0.000000000	Rest-NAKARAT*-n44
133.050340136	347.971	0.000000000	F5-NAKARAT*-n45
