Time_(sec)	Note	Note_idx
0.64	La4	1
1.96	Sol5	2
2.44	Mi5	3
4.21	Fa5#3	4
4.83	Mi5	5
5.14	Fa5#3	6
5.47	Sol5	7
6.02	Mi5	8
6.65	Re5	9
6.88	Do5	10
7.37	Re5	11
7.91	Do5	12
8.82	Si4b2	13
9.08	Do5	14
9.22	Si4b2	15
9.38	Si4b2	16
9.56	La4	17
9.70	La4	18
10.33	Re5	19
10.64	Do5	20
11.04	Re5	21
11.55	Mi5	22
12.84	Mi5	23
13.02	Re5	24
13.31	Mi5	25
14.19	Mi5	26
14.79	Re5	27
15.20	Fa5#3	28
16.44	Sol5	29
16.99	Fa5#3	30
17.14	Mi5	31
17.31	Re5	32
17.81	Mi5	33
18.23	Fa5#3	34
18.79	Sol5	35
20.72	Sol5	36
21.07	Fa5#3	37
21.89	Sol5	38
22.35	Fa5#3	39
22.80	Mi5	40
23.74	Re5	41
24.22	La5	42
24.72	Sol5	43
25.50	Fa5#3	44
26.01	Fa5#3	45
26.46	Mi5	46
26.63	Sol5	47
26.98	Fa5#3	48
27.30	Mi5	49
27.81	Mi5	50
29.25	Re5	51
29.79	La5	52
31.20	Fa5#4	53
31.51	Sol5	54
31.90	La5	55
32.38	Sol5	56
32.80	Fa5#3	57
33.29	Mi5	58
34.58	Sol5	59
35.15	Fa5#1	60
35.73	Mi5	61
35.98	Re5	62
36.44	Do5#4	63
36.91	Re5	64
37.86	Mi5	65
38.37	Fa5#3	66
38.80	Mi5	67
39.64	Fa5#3	68
40.02	Sol5	69
40.51	Fa5#4	70
40.89	Si5	71
41.36	La5	72
41.92	Sol5	73
42.35	Fa5#3	74
42.84	Mi5	75
43.02	Fa5#3	76
43.32	Mi5	77
43.68	Fa5#3	78
44.13	Sol5	79
44.55	La5	80
45.12	Sol5	81
45.55	Fa5#3	82
46.05	La5	83
46.95	Sol5	84
47.35	Fa5	85
47.83	Mi5	86
48.25	Re5	87
48.69	Do5	88
49.14	Si4b2	89
49.58	La4	90
51.04	Sol5	91
51.53	Mi5	92
52.87	Do5	93
53.35	Re5	94
54.61	Si4b2	95
55.09	Do5	96
55.51	Si4b2	97
55.74	Re5	98
56.07	Do5	99
56.43	Si4b2	100
56.86	La4	101
58.80	Sol4	102
59.14	La4	103
60.05	La4	104
60.55	La4	105
61.46	Sol5	106
61.89	Fa5#4	107
62.16	Sol5	108
62.40	Mi5	109
63.70	Re5	110
63.91	Do5	111
64.22	Re5	112
65.10	Mi5	113
65.34	Re5	114
65.80	Mi5	115
65.97	Re5	116
66.38	Re5	117
66.42	Do5	118
67.27	Si4b2	119
67.77	La4	120
68.27	Sol4	121
68.73	Fa5	122
69.20	Mi5	123
69.38	Re5	124
69.81	Re5	125
70.97	Do5	126
71.49	Re5	127
71.97	Mi5	128
72.65	Re5	129
73.06	Do5	130
73.29	Do5	131
74.51	Si4b2	132
75.57	Re5	133
76.46	Do5	134
76.68	Si4b2	135
76.95	Si4b2	136
78.22	La4	137
79.29	Do5	138
80.10	Si4b2	139
80.28	La4	140
80.56	La4	141
81.43	Re5	142
81.66	Do5	143
81.86	Re5	144
82.34	La4	145
84.23	Mi5	146
84.58	Fa5	147
85.09	Mi5	148
85.48	Re5	149
85.90	Do5	150
86.35	Si4b2	151
86.83	La4	152
87.86	Sol4	153
88.73	La4	154
90.06	Sol5	156
90.58	Fa5#3	157
90.94	Sol5	158
91.95	Mi5	159
92.16	Fa5#2	160
92.36	Mi5	161
92.79	Fa5#2	162
93.69	Re5	163
94.64	Mi5	164
95.09	Fa5#2	165
96.02	Sol5	166
96.86	La5	167
97.18	Sol5	168
97.36	La5	169
97.57	Si5	170
97.85	La5	171
98.25	Sol5	172
98.82	Fa5#3	173
99.45	Mi5	174
99.68	Fa5#3	175
100.04	Sol5	176
100.59	La5	177
101.96	Si5	178
102.42	Sol5	179
103.69	La5	180
104.20	Sol5	181
104.64	Fa5#3	182
104.88	Mi5	183
105.06	Fa5#3	184
105.42	Sol5	185
106.00	Fa5#1	186
106.58	Mi5	187
106.83	Re5	188
107.33	Mi5	189
107.78	Re5	190
108.76	Do6	191
109.18	Si5b2	192
109.71	La5	193
110.57	Sol5	194
111.01	Fa5#3	195
111.43	Si5b1	196
111.89	Sol5	197
112.83	Fa5#3	198
113.29	Fa5#3	199
113.72	Mi5	200
113.90	Sol5	201
114.15	Fa5#3	202
114.61	Mi5	203
115.10	Mi5	204
116.46	La5	205
116.94	Mi5	206
118.41	Re5	207
118.78	Mi5	208
119.38	Re5	209
119.67	Do5	210
120.05	Re5	211
120.61	Re5	212
121.24	Do5	213
121.42	Si4b2	214
121.77	Do5	215
122.33	Si4b2	216
122.74	Do5	217
123.21	Re5	218
123.61	Re5	219
123.88	Do5	220
124.23	Do5	221
125.50	Re5	222
126.06	Mi5	223
127.22	Fa5#3	224
127.99	Sol5	225
128.84	Fa5#1	226
129.19	Mi5	227
129.61	Re5	228
130.28	Do5#4	229
130.57	Si4	230
130.92	Do5#4	231
131.38	Re5	232
131.96	Mi5	233
132.34	Fa5#3	234
132.70	Sol5	235
133.26	La5	236
134.25	Sol5	237
