Time_(sec)	Note	Note_idx
0.41	Si4b1	1
1.68	La4#4	2
2.09	Si4b1	3
3.00	Do5	4
3.77	Si4b1	5
4.25	Re5	6
4.62	Do5	7
5.04	Si4b1	8
5.50	La4#4	9
5.92	Si4b1	10
6.36	Sol4	11
7.17	Re5	12
7.58	Mi5b1	13
8.01	Fa5	14
8.40	Mi5b1	15
8.78	Re5	16
9.57	Do5	17
9.99	Si4b1	18
10.40	Do5	19
10.97	Si4b1	20
11.26	Do5	21
11.64	Re5	22
12.00	Do5	23
12.42	Re5	24
12.76	Do5	25
13.16	Si4b1	26
13.58	Si4b1	27
14.26	La4#4	28
14.39	Sol4	29
14.81	La4#4	30
15.20	Si4b1	31
16.45	Do5	32
16.87	Re5	33
18.33	Re5	34
18.76	Do5	35
19.17	Do5	36
19.58	Si4b1	37
19.97	Re5	38
20.21	Mi5b2	39
20.45	Fa5#4	40
21.23	Mi5b2	41
21.36	Re5	42
21.60	Re5	43
23.36	Re5	44
23.94	Mi5b1	45
24.32	Fa5#4	46
24.72	Sol5	47
26.47	Sol5	48
26.60	Fa5#4	49
26.71	Sol5	50
26.92	La5	51
27.13	Sol5	52
27.62	Fa5#4	53
28.06	Fa5#4	54
28.53	Mi5b1	55
28.76	Re5	56
29.63	Re5	57
29.95	Sol5	58
30.43	Fa5#4	59
30.75	Sol5	60
31.17	Mi5b1	61
31.51	Fa5	62
31.93	Re5	63
32.32	Mi5b1	64
32.74	Re5	65
33.26	Do5	66
33.47	Si4b1	67
33.85	Do5	68
34.20	Re5	69
36.61	Re5	70
36.97	Mi5b1	71
37.33	Re5	72
37.88	Do5	73
38.10	Si4b1	74
39.00	Re5	75
39.21	Do5	76
39.34	Re5	77
39.52	Mi5b1	78
39.74	Re5	79
40.15	Do5	80
40.48	Si4b1	81
40.99	La4#4	82
41.20	Sol4	83
41.62	La4#4	84
42.03	Rest	85
45.18	Si4b1	86
45.58	Do5	87
46.00	Si4b1	88
46.34	Do5	89
46.67	Re5	90
48.35	Mi5b2	91
49.04	Re5	92
49.45	Mi5b2	93
49.90	Fa5#4	94
50.65	Mi5b2	95
51.01	Re5	96
51.43	Re5	97
51.78	Mi5b2	98
52.07	Fa5#4	99
52.38	Sol5	100
52.80	La5	101
53.22	Sol5	102
53.63	Sol5	103
53.97	Fa5#4	104
54.26	Sol5	105
55.57	La5	106
55.91	Fa5#4	107
56.46	Mi5b2	108
56.67	Re5	109
57.47	Sol5	110
57.87	Fa5#4	111
58.20	Fa5#4	112
58.65	Mi5b2	113
59.07	Mi5b2	114
59.46	Re5	115
59.88	Re5	116
60.22	Do5	117
60.56	Re5	118
60.97	Mi5b2	119
61.32	Fa5#4	120
61.66	Sol5	121
62.08	Sol5	122
62.45	Fa5#4	123
62.83	Fa5#4	124
63.17	Mi5b2	125
63.54	Re5	126
63.75	Mi5b2	127
64.06	Fa5#4	128
64.75	Mi5b2	129
64.94	Re5	130
65.11	Re5	131
66.70	Re5	132
67.07	Mi5b1	133
67.51	Re5	134
67.85	Mi5b1	135
68.26	Fa5#4	136
68.56	La5	137
68.95	Sol5	138
69.37	Fa5#4	139
69.74	Fa5#4	140
69.95	Mi5b1	141
70.05	Fa5#4	142
70.26	Sol5	143
70.47	Fa5#4	144
70.86	Mi5b1	145
71.25	Re5	146
72.87	Do6	147
73.07	Do6	148
73.63	Si5b5	149
73.97	La5	150
74.33	La5	151
74.67	Sol5	152
75.06	Fa5	153
75.42	Mi5b1	154
75.88	Re5	155
76.22	Mi5b1	156
76.40	Fa5	157
76.61	Mi5b1	158
76.95	Re5	159
77.37	Re5	160
77.89	Do5	161
78.10	Si4b1	162
78.96	Mi5b1	163
79.56	Re5	164
79.76	Do5	165
80.18	Mi5b1	166
80.60	Re5	167
81.13	Do5	168
81.33	Si4b1	169
81.75	Re5	170
82.07	Do5	171
82.64	Si4b1	172
82.80	La4#4	173
83.24	Si4b1	174
83.71	La4#4	175
84.05	Si4b1	176
84.39	Do5	177
84.60	Re5	178
84.74	Do5	179
84.95	Si4b1	180
85.20	Si4b1	181
86.25	Sol5	182
86.70	Fa5#4	183
88.38	Fa5#4	184
89.93	Re5	185
91.52	Mi5b1	186
91.80	Re5	187
92.01	Mi5b1	188
92.31	Fa5#4	189
92.58	Mi5b1	190
92.82	Fa5#4	191
93.12	Sol5	192
94.61	Fa5#4	193
94.97	Sol5	194
95.38	Fa5#4	195
95.75	Sol5	196
96.24	La5	197
96.88	Sol5	198
97.24	Fa5#4	199
97.74	Si5b1	200
98.45	La5	201
98.74	Sol5	202
99.08	La5	203
99.28	Sol5	204
99.45	Fa5#4	205
99.65	Mi5#4	206
99.93	Fa5#4	207
100.99	Fa5#4	208
101.20	Mi5#4	209
101.40	Fa5#4	210
101.76	Sol5	211
102.18	Fa5#4	212
102.55	Sol5	213
102.97	Fa5#4	214
103.28	Mi5b1	215
104.01	Mi5b1	216
104.22	Re5	217
104.43	Mi5b1	218
104.77	Fa5	219
105.20	Mi5b1	220
105.48	Fa5	221
105.91	Mi5b1	222
106.24	Re5	223
106.74	Re5	224
107.78	Mi5b1	225
108.17	Re5	226
109.71	Re5	227
110.12	Mi5b1	228
110.50	Re5	229
110.82	Mi5b1	230
111.24	Fa5#4	231
111.63	Sol5	232
111.97	La5	233
112.33	Fa5#4	234
112.70	Sol5	235
113.83	La5	236
114.24	Sol5	237
114.53	Fa5#4	238
114.92	Mi5b1	239
115.28	Re5	240
115.71	Fa5#4	241
116.76	Sol5	242
117.13	Fa5#4	243
117.49	Mi5b1	244
117.88	Re5	245
118.18	Do5	246
118.54	Mi5b1	247
119.62	Sol5	248
120.03	Fa5	249
120.37	Mi5b1	250
120.71	Mi5b1	251
121.13	Re5	252
121.61	Do5	254
121.82	Re5	255
122.02	Mi5b1	256
122.24	Re5	257
122.52	Do5	258
122.87	Si4b1	259
123.28	La4#4	260
123.60	Si4b1	261
124.53	Re5	262
125.14	Do5	263
125.50	Si4b1	264
125.90	Mi5b1	265
126.58	Re5	266
126.95	Do5	267
127.37	Re5	268
127.63	Do5	269
127.79	Re5	270
128.00	Do5	271
128.13	Si4b1	272
128.32	La4#4	273
128.74	Si4b1	274
130.40	Rest	275
130.64	Do5	276
131.03	Si4b1	277
131.35	Do5	278
131.76	Re5	279
133.26	Mi5b2	280
133.96	Re5	281
134.33	Mi5b2	282
134.73	Fa5#4	283
135.44	Mi5b2	284
135.85	Re5	285
136.07	Re5	286
136.49	Mi5b2	287
136.80	Fa5#4	288
137.14	Sol5	289
137.56	La5	290
137.95	Sol5	291
138.26	Sol5	292
138.61	Fa5#4	293
138.92	Sol5	294
140.07	La5	295
140.47	Fa5#4	296
140.97	Mi5b2	297
141.17	Re5	298
141.93	Sol5	299
142.35	Fa5#4	300
142.74	Fa5#4	301
143.11	Mi5b2	302
143.52	Mi5b2	303
143.87	Re5	304
144.13	Re5	305
144.55	Do5	306
144.91	Re5	307
145.28	Mi5b2	308
145.62	Fa5#4	309
146.01	Sol5	310
146.43	Sol5	311
146.77	Fa5#4	312
147.07	Fa5#4	313
147.49	Mi5b2	314
147.88	Re5	315
148.03	Mi5b2	316
148.29	Fa5#4	317
148.91	Mi5b2	318
149.13	Re5	319
149.34	Re5	320
150.76	Re5	321
151.17	Mi5b1	322
151.54	Re5	323
151.88	Mi5b1	324
152.25	Fa5#4	325
152.54	La5	326
152.96	Sol5	327
153.35	Fa5#4	328
153.76	Fa5#4	329
153.99	Fa5#4	331
154.20	Sol5	332
154.40	Fa5#4	333
154.82	Mi5b1	334
155.20	Re5	335
156.78	Do6	336
157.49	Si5b5	338
157.80	La5	339
158.14	La5	340
158.53	Sol5	341
159.00	Fa5	342
159.34	Mi5b1	343
159.66	Re5	344
160.02	Mi5b1	345
160.16	Fa5	346
160.37	Mi5b1	347
160.76	Re5	348
161.17	Re5	349
161.58	Do5	350
161.76	Si4b1	351
162.64	Mi5b1	352
163.14	Re5	353
163.27	Do5	354
163.70	Mi5b1	355
164.06	Re5	356
164.56	Do5	357
164.76	Si4b1	358
165.16	Re5	359
165.52	Do5	360
166.10	Si4b1	361
166.26	La4#4	362
166.65	Si4b1	363
166.99	La4#4	364
167.26	Si4b1	365
167.67	Do5	366
167.91	Re5	367
168.01	Do5	368
168.22	Si4b1	369
168.43	Si4b1	370
169.58	Do6	371
169.97	Si5b1	372
171.47	La5#4	373
172.17	Si5b1	374
173.66	Re6	375
174.06	Do6	376
174.38	Si5b1	377
174.75	Do6	378
175.09	Si5b1	379
175.51	La5#4	380
175.84	Si5b1	381
176.34	La5#4	382
176.50	Sol5	383
177.26	Do6	384
178.07	Si5b1	385
178.36	La5#4	386
178.75	Si5b1	387
179.49	La5#4	388
179.85	Sol5	389
180.17	Fa5#4	390
180.46	Sol5	391
180.85	La5#4	392
181.20	Si5b1	393
181.50	La5#4	394
181.67	Sol5	395
182.16	Fa5#4	396
183.30	Fa5#4	399
183.42	Sol5	400
183.63	Fa5#4	401
184.02	Sol5	402
184.37	La5#4	403
184.74	Si5b1	404
185.05	Do6	405
185.47	Re6	406
185.88	Re6	407
186.22	Do6	408
186.33	Re6	409
186.54	Do6	410
186.86	Si5b1	411
187.22	La5#4	412
187.54	Si5b1	413
187.93	Do6	414
188.34	Re6	415
188.47	Do6	416
188.63	Si5b1	417
188.76	Si5b1	418
189.67	Do6	419
190.03	Re6	420
191.47	Do6	421
192.21	Re6	422
193.04	Re6	423
193.26	Mi6b1	424
193.65	Re6	425
194.01	Do6	426
194.43	Do6	427
194.68	Re6	428
195.02	Do6	429
195.39	Si5b1	430
195.82	Si5b1	431
196.27	La5#4	432
196.46	Sol5	433
197.32	Do6	434
197.74	Si5b1	435
197.83	La5#4	436
198.24	Si5b1	437
198.58	La5#4	438
198.85	Si5b1	439
199.34	La5#4	440
199.58	Sol5	441
199.95	Fa5#4	442
200.26	Do6	443
200.76	Si5b1	444
201.05	La5#4	445
201.34	La5#4	446
201.52	Sol5	447
201.74	Fa5#4	448
201.87	Mi5#4	449
202.08	Fa5#4	450
202.91	Fa5#4	451
203.59	Mi5b1	452
203.99	Re5	453
204.33	La5	454
204.74	Sol5	455
205.06	Fa5	456
205.42	Mi5b1	457
205.84	Re5	458
206.52	Do5	459
206.84	Si4b1	460
207.26	Mi5b1	461
208.04	Re5	462
208.33	Do5	463
208.67	Re5	464
208.99	Do5	465
209.20	Re5	466
209.33	Do5	467
209.51	Si4b1	468
209.72	La4#4	469
210.07	Si4b1	470
211.53	Si4b1	471
211.92	Do5	472
212.34	Si4b1	473
212.66	Do5	474
213.00	Re5	475
214.57	Mi5b2	476
215.21	Re5	477
215.59	Mi5b2	478
215.83	Fa5#4	479
216.74	Mi5b2	480
217.06	Re5	481
217.41	Re5	482
217.69	Mi5b2	483
218.11	Fa5#4	484
218.45	Sol5	485
218.95	La5	486
219.28	Sol5	487
219.60	Sol5	488
219.97	Fa5#4	489
220.31	Sol5	490
221.38	La5	491
221.80	Fa5#4	492
222.27	Mi5b2	493
222.46	Re5	494
223.17	Sol5	495
223.58	Fa5#4	496
223.97	Fa5#4	497
224.28	Mi5b2	498
224.70	Mi5b2	499
225.05	Re5	500
225.39	Re5	501
225.74	Do5	502
226.15	Re5	503
226.45	Mi5b2	504
226.83	Fa5#4	505
227.15	Sol5	506
227.51	Sol5	507
227.88	Fa5#4	508
228.22	Fa5#4	509
228.64	Mi5b2	510
229.03	Re5	511
229.17	Mi5b2	512
229.42	Fa5#4	513
230.02	Mi5b2	514
230.21	Re5	515
230.46	Re5	516
231.92	Re5	517
232.31	Mi5b1	518
232.66	Re5	519
233.05	Mi5b1	520
233.36	Fa5#4	521
233.75	La5	522
234.12	Sol5	523
234.49	Fa5#4	524
234.90	Fa5#4	525
235.03	Mi5b1	526
235.14	Fa5#4	527
235.33	Sol5	528
235.53	Fa5#4	529
235.90	Mi5b1	530
236.26	Re5	531
237.84	Do6	532
238.19	Do6	533
238.57	Si5b5	534
238.81	La5	535
239.13	La5	536
239.52	Sol5	537
239.93	Fa5	538
240.20	Mi5b1	539
240.64	Re5	540
240.93	Mi5b1	541
241.12	Fa5	542
241.25	Mi5b1	543
241.67	Re5	544
241.93	Re5	545
242.56	Do5	546
242.74	Si4b1	547
243.52	Mi5b1	548
244.13	Re5	549
244.33	Do5	550
244.65	Mi5b1	551
244.97	Re5	552
245.54	Do5	553
245.72	Si4b1	554
246.07	Re5	555
246.43	Do5	556
246.96	Si4b1	557
247.17	La4#4	558
247.49	Si4b1	559
247.85	La4#4	560
248.22	Si4b1	561
248.61	Do5	562
248.82	Re5	563
248.92	Do5	564
249.03	Si4b1	565
249.24	Si4b1	566
250.39	Do5	567
250.81	Re5	568
252.30	Si4b1	569
253.55	Re5	570
253.78	Do5	571
254.87	Mi5b1	572
255.28	Re5	573
255.49	Do5	574
255.74	Re5	575
255.89	Re5	577
256.26	Do5	578
256.67	Si4b1	579
257.14	La4#4	580
257.31	Si4b1	581
258.17	Re5	582
258.88	Mi5b1	583
259.20	Fa5#4	584
259.56	La5	585
259.95	Sol5	586
260.30	Fa5	587
260.64	Mi5b1	588
261.08	Re5	589
261.52	Do5	590
261.74	Si4b1	591
262.08	Do5	592
