1.393197278	147.215	0.092879818	0	2.0
1.532517006	178.489	0.928798185	0	3.0
2.507755102	156.194	0.371519274	0	4.0
2.972154195	180.563	0.417959183	0	5.0
3.482993197	133.138	1.578956916	0	6.0
5.154829931	194.869	0.928798185	0	7.0
6.130068027	183.932	0.139319727	0	8.0
6.315827664	192.631	0.650158730	0	9.0
7.058866213	218.733	1.764716553	0	10.0
8.916462585	287.621	0.417959183	0	11.0
9.427301587	269.603	0.417959183	0	12.0
9.938140589	234.297	0.417959183	0	13.0
10.402539682	218.102	0.232199546	0	14.0
10.681179138	195.207	0.510839002	0	15.0
11.284897959	182.556	0.557278911	0	16.0
11.888616780	153.245	0.232199546	0	17.0
12.167256235	145.062	0.417959183	0	18.0
12.678095238	155.563	0.325079365	0	19.0
13.096054421	185.104	0.278639455	0	20.0
13.421133786	144.56	1.532517006	0	21.0
17.983673469	284.499	0.232199546	0	30.0
18.575963718	229.541	0.139319727	0	31.0
18.993922902	191.964	0.371519274	0	33.0
19.458321995	228.681	0.510839002	0	34.0
20.062040816	219.492	0.232199546	0	35.0
20.387120181	191.743	0.371519274	0	36.0
20.851519274	176.337	0.510839002	0	37.0
21.408798185	194.083	0.185759637	0	38.0
21.687437641	239.635	0.278639455	0	39.0
22.012517006	193.188	0.185759637	0	40.0
22.244716553	192.408	1.021678004	0	41.0
26.644897959	140.945	0.928798185	0.8	New Point
27.678185941	184.011	0.893968253	0.8	New Point
28.618594104	152.69	0.359909297	0.8	New Point
29.106213151	199.672	0.371519274	0.8	New Point
29.582222222	156.605	0.870748299	0.8	New Point
31.068299319	187.926	0.719818594	0.8	New Point
32.020317460	180.096	0.336689342	0.8	New Point
32.554376417	193.299	0.371519274	0	202.0
32.972335600	206.695	0.371519274	0	203.0
34.504852607	239.22	0.789478458	0	206.0
35.340770975	285.47	0.185759637	0	207.0
35.665850340	253.884	0.139319727	0	209.0
35.990929705	231.873	0.650158730	0	212.0
36.687528344	212.261	0.139319727	0	213.0
36.873287981	192.631	0.232199546	0	214.0
37.363265306	191.841	0.139319727	0	217.0
37.941405895	155.384	0.510839002	0	219.0
38.806349206	187.926	0.388934240	0.8	New Point
39.264943310	219.247	0.377324263	0.8	New Point
39.671292517	172.266	0.789478458	0.8	New Point
44.106303854	266.229	0.232199546	0	78.0
44.628752834	220.955	0.139319727	0	79.0
44.860952380	220.254	0.185759637	0	80.0
45.093151927	192.631	0.371519274	0	81.0
45.557551020	232.343	0.417959183	0	82.0
46.068390022	219.492	0.417959183	0	83.0
46.579229024	193.355	0.325079365	0	84.0
46.997188208	181.295	0.371519274	0	85.0
47.461587301	189.212	0.278639455	0	86.0
47.833106575	230.405	0.232199546	0	87.0
48.158185941	193.299	0.232199546	0	88.0
48.483265306	194.195	1.578956916	0	89.0
52.987936507	192.408	0.928798185	0	97.0
54.009614512	289.287	0.975238095	0	98.0
55.031292517	259.518	0.325079365	0	99.0
55.449251700	291.973	0.371519274	0	100.0
55.913650793	279.756	0.417959183	0	101.0
56.367346938	238.823	0.325079365	0	103.0
56.888888888	196.849	0.232199546	0	104.0
57.399727891	290.627	0.371519274	0	105.0
57.817687074	231.472	0.092879818	0	106.0
58.003446712	219.746	0.185759637	0	107.0
58.282086167	190.418	0.325079365	0	108.0
58.653605442	215.846	0.325079365	0	109.0
59.025124716	229.342	0.139319727	0	110.0
59.257324263	220.254	0.232199546	0	111.0
59.535963718	191.687	0.185759637	0	112.0
59.768163265	179.523	0.185759637	0	113.0
60.000362811	158.649	0.139319727	0	114.0
60.186122448	179.212	0.464399092	0	115.0
60.696961451	0	1.207437641	0	116.0
61.697959183	207.502	0.650158730	0	117.0
62.647437641	224.493	0.371519274	0	118.0
63.111836734	235.11	0.464399092	0	119.0
63.622675736	220.764	0.510839002	0	120.0
64.226394557	194.419	0.325079365	0	121.0
64.644353741	182.24	0.232199546	0	122.0
64.969433106	154.936	0.371519274	0	123.0
