36.995918367	199.672	0.603718820	0	135.0
38.173605442	185.639	0.325079365	0	136.0
38.591564625	239.912	0.278639455	0	137.0
38.963083900	201.392	0.325079365	0	138.0
39.613242630	200.463	0.232199546	0	140.0
39.938321995	186.499	0.278639455	0	141.0
40.309841269	177.615	0.232199546	0	142.0
40.693877551	191.841	1.021678004	0	143.0
41.763265306	195.756	0.417959183	0	144.0
42.314285714	203.587	0.139319727	0	146.0
42.585396825	165.29	0.371519274	0	147.0
43.049795918	145.44	0.139319727	0	148.0
43.467755102	124.079	0.510839002	0	150.0
44.040816326	203.587	0.232199546	0	151.0
44.535873015	144.811	0.139319727	0	153.0
44.721632653	166.729	0.139319727	0	154.0
44.953832199	187.797	0.510839002	0	155.0
45.557551020	197.19	0.371519274	0	156.0
46.207709750	191.841	0.278639455	0	159.0
46.538594104	191.841	0.278639455	0	160.0
47.554467120	249.523	0.325079365	0	161.0
47.555102040	258.398	0.518367346	0.8	New Point
48.111746031	225.402	0.185759637	0	163.0
48.390385487	195.432	0.185759637	0	164.0
48.608163265	199.672	0.139319727	0	165.0
49.365623582	166.248	0.325079365	0	167.0
49.748752834	199.672	0.232199546	0	168.0
50.062222222	186.823	0.139319727	0	169.0
50.172517006	152.69	0.185759637	0	170.0
50.427936507	144.86	0.092879818	0	171.0
50.665941043	148.324	0.557278911	0	172.0
51.293877551	175.963	0.371519274	0	173.0
51.795918367	153.343	0.232199546	0	176.0
52.261224489	167.48	0.092879818	0	177.0
52.523537414	202.851	0.232199546	0	178.0
52.987936507	167.211	0.325079365	0	180.0
53.359455782	167.501	0.185759637	0	181.0
53.595918367	150.515	0.325079365	0	182.0
54.009614512	140.688	0.232199546	0	183.0
54.334693877	153.245	0.232199546	0	184.0
54.613333333	156.335	0.139319727	0	185.0
54.926530612	130.722	0.278639455	0	186.0
55.126530612	122.239	0.092879818	0	187.0
55.402811791	124.079	0.510839002	0	188.0
55.934693877	142.032	0.371519274	0	189.0
56.465306122	139.999	0.092879818	0	191.0
56.703129251	147.087	0.185759637	0	192.0
56.935328798	167.598	0.139319727	0	193.0
57.213968253	197.419	0.092879818	0	194.0
57.399727891	198.39	0.232199546	0	195.0
57.724807256	164.909	0.325079365	0	196.0
58.096326530	147.512	0.139319727	0	197.0
58.328526077	148.882	0.139319727	0	198.0
58.457142857	127.894	0.232199546	0	199.0
58.726530612	122.239	0.092879818	0	200.0
58.983673469	127.894	0.650158730	0	201.0
60.621496598	190.101	0.232199546	0	134.0
61.114920634	190.101	0.417959183	0	135.0
61.683809523	190.101	0.278639455	0	136.0
62.136598639	231.539	0.278639455	0	137.0
62.461678004	197.133	0.185759637	0	138.0
62.740317460	195.376	0.417959183	0	139.0
